Assembly constituency name,Age group,Total deletions,Reason for deletion,Male deletions,Female deletions,Gender imbalance in pct
Riga,18-29,"2,378",Permanently shifted,814,"1,564",31.54
Riga,30-44,"2,732",Permanently shifted,"1,088","1,644",20.35
Riga,45-60,"2,336",Permanently shifted,"1,187","1,149",-1.63
Riga,61-75,979,Permanently shifted,525,454,-7.25
Riga,75+,272,Permanently shifted,135,137,0.74
Riga,18-29,"1,796",Untraceable,783,"1,013",12.81
Riga,30-44,"2,074",Untraceable,"1,004","1,070",3.18
Riga,45-60,"1,585",Untraceable,801,784,-1.07
Riga,61-75,657,Untraceable,316,341,3.81
Riga,75+,227,Untraceable,81,146,28.63
Bathnaha (SC),18-29,343,Deceased,159,184,7.29
Bathnaha (SC),30-44,894,Deceased,450,444,-0.67
Bathnaha (SC),45-60,"1,869",Deceased,939,930,-0.48
Bathnaha (SC),61-75,"3,947",Deceased,"1,840","2,107",6.76
Bathnaha (SC),75+,"3,956",Deceased,"1,849","2,107",6.52
Bathnaha (SC),18-29,"1,313",Duplicate enrolment,652,661,0.69
Bathnaha (SC),30-44,"1,286",Duplicate enrolment,625,661,2.8
Bathnaha (SC),45-60,588,Duplicate enrolment,259,329,11.9
Bathnaha (SC),61-75,200,Duplicate enrolment,94,106,6
Bathnaha (SC),75+,56,Duplicate enrolment,20,36,28.57
Bathnaha (SC),18-29,"2,745",Permanently shifted,"1,007","1,738",26.63
Bathnaha (SC),30-44,"2,816",Permanently shifted,"1,078","1,738",23.44
Bathnaha (SC),45-60,"2,056",Permanently shifted,979,"1,077",4.77
Bathnaha (SC),61-75,724,Permanently shifted,382,342,-5.52
Bathnaha (SC),75+,179,Permanently shifted,81,98,9.5
Bathnaha (SC),18-29,"1,864",Untraceable,849,"1,015",8.91
Bathnaha (SC),30-44,"1,883",Untraceable,770,"1,113",18.22
Bathnaha (SC),45-60,"1,120",Untraceable,522,598,6.79
Bathnaha (SC),61-75,445,Untraceable,210,235,5.62
Bathnaha (SC),75+,203,Untraceable,89,114,12.32
Parihar,18-29,337,Deceased,170,167,-0.89
Parihar,30-44,"1,188",Deceased,614,574,-3.37
Parihar,45-60,"2,767",Deceased,"1,354","1,413",2.13
Parihar,61-75,"4,575",Deceased,"2,299","2,276",-0.5
Parihar,75+,"3,559",Deceased,"1,643","1,916",7.67
Parihar,18-29,"1,502",Duplicate enrolment,821,681,-9.32
Parihar,30-44,"1,524",Duplicate enrolment,801,723,-5.12
Parihar,45-60,733,Duplicate enrolment,376,357,-2.59
Parihar,61-75,189,Duplicate enrolment,96,93,-1.59
Parihar,75+,58,Duplicate enrolment,24,34,17.24
Parihar,18-29,"3,246",Permanently shifted,"1,272","1,974",21.63
Parihar,30-44,"2,955",Permanently shifted,"1,168","1,787",20.95
Parihar,45-60,"1,959",Permanently shifted,992,967,-1.28
Parihar,61-75,564,Permanently shifted,270,294,4.26
Parihar,75+,176,Permanently shifted,76,100,13.64
Parihar,18-29,"1,483",Untraceable,726,757,2.09
Parihar,30-44,"1,524",Untraceable,717,807,5.91
Parihar,45-60,988,Untraceable,505,483,-2.23
Parihar,61-75,349,Untraceable,168,181,3.72
Parihar,75+,127,Untraceable,52,75,18.11
Sursand,18-29,350,Deceased,201,149,-14.86
Sursand,30-44,"1,204",Deceased,629,575,-4.49
Sursand,45-60,"2,519",Deceased,"1,276","1,243",-1.31
Sursand,61-75,"4,277",Deceased,"2,135","2,142",0.16
Sursand,75+,"3,357",Deceased,"1,626","1,731",3.13
Sursand,18-29,"1,080",Duplicate enrolment,564,516,-4.44
Sursand,30-44,"1,277",Duplicate enrolment,664,613,-3.99
Sursand,45-60,548,Duplicate enrolment,274,274,0
Sursand,61-75,168,Duplicate enrolment,91,77,-8.33
Sursand,75+,33,Duplicate enrolment,12,21,27.27
Sursand,18-29,"3,081",Permanently shifted,"1,087","1,994",29.44
Sursand,30-44,"3,352",Permanently shifted,"1,277","2,075",23.81
Sursand,45-60,"2,507",Permanently shifted,"1,245","1,262",0.68
Sursand,61-75,674,Permanently shifted,355,319,-5.34
Sursand,75+,164,Permanently shifted,83,81,-1.22
Sursand,18-29,"1,894",Untraceable,799,"1,095",15.63
Sursand,30-44,"2,272",Untraceable,"1,022","1,250",10.04
Sursand,45-60,"1,503",Untraceable,740,763,1.53
Sursand,61-75,483,Untraceable,226,257,6.42
Sursand,75+,169,Untraceable,62,107,26.63
Bajpatti,18-29,359,Deceased,187,172,-4.18
Bajpatti,30-44,"1,131",Deceased,564,567,0.27
Bajpatti,45-60,"2,256",Deceased,"1,129","1,127",-0.09
Bajpatti,61-75,"3,735",Deceased,"1,873","1,862",-0.29
Bajpatti,75+,"3,214",Deceased,"1,481","1,733",7.84
Bajpatti,18-29,"1,293",Duplicate enrolment,654,639,-1.16
Bajpatti,30-44,"1,310",Duplicate enrolment,696,614,-6.26
Bajpatti,45-60,534,Duplicate enrolment,265,269,0.75
Bajpatti,61-75,173,Duplicate enrolment,80,93,7.51
Bajpatti,75+,43,Duplicate enrolment,20,23,6.98
Bajpatti,18-29,"4,571",Permanently shifted,"1,662","2,909",27.28
Bajpatti,30-44,"4,380",Permanently shifted,"1,721","2,659",21.42
Bajpatti,45-60,"3,198",Permanently shifted,"1,625","1,573",-1.63
Bajpatti,61-75,997,Permanently shifted,496,501,0.5
Bajpatti,75+,287,Permanently shifted,110,177,23.34
Bajpatti,18-29,753,Untraceable,350,403,7.04
Bajpatti,30-44,848,Untraceable,377,471,11.08
Bajpatti,45-60,581,Untraceable,294,287,-1.2
Bajpatti,61-75,179,Untraceable,81,98,9.5
Bajpatti,75+,81,Untraceable,36,45,11.11
Sitamarhi,18-29,330,Deceased,162,168,1.82
Sitamarhi,30-44,923,Deceased,508,415,-10.08
Sitamarhi,45-60,"1,909",Deceased,"1,044",865,-9.38
Sitamarhi,61-75,"3,472",Deceased,"1,753","1,719",-0.98
Sitamarhi,75+,"3,130",Deceased,"1,601","1,529",-2.3
Sitamarhi,18-29,664,Duplicate enrolment,355,309,-6.93
Sitamarhi,30-44,437,Duplicate enrolment,218,219,0.23
Sitamarhi,45-60,193,Duplicate enrolment,101,92,-4.66
Sitamarhi,61-75,77,Duplicate enrolment,37,40,3.9
Sitamarhi,75+,23,Duplicate enrolment,7,16,39.13
Sitamarhi,18-29,"2,471",Permanently shifted,"1,021","1,450",17.36
Sitamarhi,30-44,"3,497",Permanently shifted,"1,520","1,977",13.07
Sitamarhi,45-60,"3,003",Permanently shifted,"1,637","1,366",-9.02
Sitamarhi,61-75,"1,058",Permanently shifted,585,473,-10.59
Sitamarhi,75+,304,Permanently shifted,166,138,-9.21
Sitamarhi,18-29,"2,188",Untraceable,"1,107","1,081",-1.19
Sitamarhi,30-44,"2,246",Untraceable,"1,083","1,163",3.56
Sitamarhi,45-60,"1,665",Untraceable,875,790,-5.11
Sitamarhi,61-75,709,Untraceable,360,349,-1.55
Sitamarhi,75+,281,Untraceable,133,148,5.34
Runnisaidpur,18-29,289,Deceased,151,138,-4.5
Runnisaidpur,30-44,"1,079",Deceased,581,498,-7.69
Runnisaidpur,45-60,"2,387",Deceased,"1,273","1,114",-6.66
Runnisaidpur,61-75,"3,770",Deceased,"1,896","1,874",-0.58
Runnisaidpur,75+,"3,766",Deceased,"1,834","1,932",2.6
Runnisaidpur,18-29,"1,044",Duplicate enrolment,531,513,-1.72
Runnisaidpur,30-44,"1,277",Duplicate enrolment,713,564,-11.67
Runnisaidpur,45-60,537,Duplicate enrolment,253,284,5.77
Runnisaidpur,61-75,168,Duplicate enrolment,86,82,-2.38
Runnisaidpur,75+,55,Duplicate enrolment,23,32,16.36
Runnisaidpur,18-29,"2,265",Permanently shifted,805,"1,460",28.92
Runnisaidpur,30-44,"3,303",Permanently shifted,"1,350","1,953",18.26
Runnisaidpur,45-60,"2,688",Permanently shifted,"1,364","1,324",-1.49
Runnisaidpur,61-75,866,Permanently shifted,452,414,-4.39
Runnisaidpur,75+,221,Permanently shifted,93,128,15.84
Runnisaidpur,18-29,"1,204",Untraceable,541,663,10.13
Runnisaidpur,30-44,"1,367",Untraceable,629,738,7.97
Runnisaidpur,45-60,"1,190",Untraceable,573,617,3.7
Runnisaidpur,61-75,368,Untraceable,181,187,1.63
Runnisaidpur,75+,131,Untraceable,54,77,17.56
Belsand,18-29,363,Deceased,161,202,11.29
Belsand,30-44,"1,374",Deceased,710,664,-3.35
Belsand,45-60,"2,347",Deceased,"1,216","1,131",-3.62
Belsand,61-75,"4,033",Deceased,"1,990","2,043",1.31
Belsand,75+,"3,894",Deceased,"1,863","2,031",4.31
Belsand,18-29,"1,314",Duplicate enrolment,690,624,-5.02
Belsand,30-44,"1,807",Duplicate enrolment,960,847,-6.25
Belsand,45-60,586,Duplicate enrolment,300,286,-2.39
Belsand,61-75,173,Duplicate enrolment,89,84,-2.89
Belsand,75+,58,Duplicate enrolment,22,36,24.14
Belsand,18-29,"3,546",Permanently shifted,"1,282","2,264",27.69
Belsand,30-44,"5,134",Permanently shifted,"2,130","3,004",17.02
Belsand,45-60,"3,319",Permanently shifted,"1,634","1,685",1.54
Belsand,61-75,975,Permanently shifted,503,472,-3.18
Belsand,75+,286,Permanently shifted,115,171,19.58
Belsand,18-29,"2,387",Untraceable,"1,021","1,366",14.45
Belsand,30-44,"3,354",Untraceable,"1,601","1,753",4.53
Belsand,45-60,"2,139",Untraceable,"1,104","1,035",-3.23
Belsand,61-75,789,Untraceable,375,414,4.94
Belsand,75+,310,Untraceable,117,193,24.52
Harlakhi,18-29,340,Deceased,163,177,4.12
Harlakhi,30-44,"1,025",Deceased,515,510,-0.49
Harlakhi,45-60,"1,977",Deceased,"1,001",976,-1.26
Harlakhi,61-75,"3,627",Deceased,"1,758","1,869",3.06
Harlakhi,75+,"2,815",Deceased,"1,355","1,460",3.73
Harlakhi,18-29,944,Duplicate enrolment,468,476,0.85
Harlakhi,30-44,"1,389",Duplicate enrolment,655,734,5.69
Harlakhi,45-60,526,Duplicate enrolment,251,275,4.56
Harlakhi,61-75,195,Duplicate enrolment,98,97,-0.51
Harlakhi,75+,54,Duplicate enrolment,18,36,33.33
Harlakhi,18-29,"3,304",Permanently shifted,"1,118","2,186",32.32
Harlakhi,30-44,"3,717",Permanently shifted,"1,476","2,241",20.58
Harlakhi,45-60,"2,334",Permanently shifted,"1,144","1,190",1.97
Harlakhi,61-75,828,Permanently shifted,405,423,2.17
Harlakhi,75+,199,Permanently shifted,98,101,1.51
Harlakhi,18-29,"3,268",Untraceable,"1,514","1,754",7.34
Harlakhi,30-44,"4,615",Untraceable,"2,148","2,467",6.91
Harlakhi,45-60,"3,009",Untraceable,"1,548","1,461",-2.89
Harlakhi,61-75,"1,211",Untraceable,604,607,0.25
Harlakhi,75+,445,Untraceable,186,259,16.4
Benipatti,18-29,302,Deceased,138,164,8.61
Benipatti,30-44,914,Deceased,475,439,-3.94
Benipatti,45-60,"2,002",Deceased,987,"1,015",1.4
Benipatti,61-75,"3,427",Deceased,"1,711","1,716",0.15
Benipatti,75+,"2,465",Deceased,"1,121","1,344",9.05
Benipatti,18-29,879,Duplicate enrolment,400,479,8.99
Benipatti,30-44,"1,279",Duplicate enrolment,633,646,1.02
Benipatti,45-60,629,Duplicate enrolment,280,349,10.97
Benipatti,61-75,199,Duplicate enrolment,89,110,10.55
Benipatti,75+,61,Duplicate enrolment,25,36,18.03
Benipatti,18-29,"2,332",Permanently shifted,604,"1,728",48.2
Benipatti,30-44,"3,727",Permanently shifted,"1,584","2,143",15
Benipatti,45-60,"3,080",Permanently shifted,"1,575","1,505",-2.27
Benipatti,61-75,"1,170",Permanently shifted,560,610,4.27
Benipatti,75+,310,Permanently shifted,126,184,18.71
Benipatti,18-29,"1,728",Untraceable,683,"1,045",20.95
Benipatti,30-44,"3,404",Untraceable,"1,690","1,714",0.71
Benipatti,45-60,"2,665",Untraceable,"1,383","1,282",-3.79
Benipatti,61-75,"1,036",Untraceable,488,548,5.79
Benipatti,75+,286,Untraceable,132,154,7.69
Khajauli,18-29,345,Deceased,151,194,12.46
Khajauli,30-44,"1,067",Deceased,546,521,-2.34
Khajauli,45-60,"1,890",Deceased,881,"1,009",6.77
Khajauli,61-75,"3,348",Deceased,"1,509","1,839",9.86
Khajauli,75+,"2,098",Deceased,961,"1,137",8.39
Khajauli,18-29,"1,189",Duplicate enrolment,578,611,2.78
Khajauli,30-44,"1,539",Duplicate enrolment,784,755,-1.88
Khajauli,45-60,425,Duplicate enrolment,206,219,3.06
Khajauli,61-75,167,Duplicate enrolment,78,89,6.59
Khajauli,75+,30,Duplicate enrolment,15,15,0
Khajauli,18-29,"2,627",Permanently shifted,580,"2,047",55.84
Khajauli,30-44,"4,661",Permanently shifted,"1,860","2,801",20.19
Khajauli,45-60,"2,786",Permanently shifted,"1,437","1,349",-3.16
Khajauli,61-75,"1,052",Permanently shifted,523,529,0.57
Khajauli,75+,241,Permanently shifted,104,137,13.69
Khajauli,18-29,"2,613",Untraceable,"1,037","1,576",20.63
Khajauli,30-44,"4,881",Untraceable,"2,275","2,606",6.78
Khajauli,45-60,"2,802",Untraceable,"1,379","1,423",1.57
Khajauli,61-75,"1,183",Untraceable,531,652,10.23
Khajauli,75+,319,Untraceable,131,188,17.87
Babubarhi,18-29,375,Deceased,170,205,9.33
Babubarhi,30-44,"1,221",Deceased,604,617,1.06
Babubarhi,45-60,"2,387",Deceased,"1,170","1,217",1.97
Babubarhi,61-75,"4,576",Deceased,"2,110","2,466",7.78
Babubarhi,75+,"3,357",Deceased,"1,552","1,805",7.54
Babubarhi,18-29,"1,323",Duplicate enrolment,649,674,1.89
Babubarhi,30-44,"2,113",Duplicate enrolment,"1,145",968,-8.38
Babubarhi,45-60,715,Duplicate enrolment,344,371,3.78
Babubarhi,61-75,272,Duplicate enrolment,129,143,5.15
Babubarhi,75+,57,Duplicate enrolment,29,28,-1.75
Babubarhi,18-29,"3,260",Permanently shifted,"1,033","2,227",36.63
Babubarhi,30-44,"4,586",Permanently shifted,"1,910","2,676",16.7
Babubarhi,45-60,"2,506",Permanently shifted,"1,292","1,214",-3.11
Babubarhi,61-75,915,Permanently shifted,476,439,-4.04
Babubarhi,75+,187,Permanently shifted,81,106,13.37
Babubarhi,18-29,"1,727",Untraceable,796,931,7.82
Babubarhi,30-44,"2,638",Untraceable,"1,208","1,430",8.42
Babubarhi,45-60,"1,414",Untraceable,682,732,3.54
Babubarhi,61-75,501,Untraceable,232,269,7.39
Babubarhi,75+,151,Untraceable,56,95,25.83
Bisfi,18-29,357,Deceased,170,187,4.76
Bisfi,30-44,"1,167",Deceased,587,580,-0.6
Bisfi,45-60,"2,415",Deceased,"1,202","1,213",0.46
Bisfi,61-75,"3,747",Deceased,"1,874","1,873",-0.03
Bisfi,75+,"2,192",Deceased,"1,022","1,170",6.75
Bisfi,18-29,909,Duplicate enrolment,476,433,-4.73
Bisfi,30-44,"1,353",Duplicate enrolment,649,704,4.07
Bisfi,45-60,585,Duplicate enrolment,256,329,12.48
Bisfi,61-75,207,Duplicate enrolment,88,119,14.98
Bisfi,75+,26,Duplicate enrolment,9,17,30.77
Bisfi,18-29,"2,782",Permanently shifted,555,"2,227",60.1
Bisfi,30-44,"3,594",Permanently shifted,"1,231","2,363",31.5
Bisfi,45-60,"2,111",Permanently shifted,965,"1,146",8.57
Bisfi,61-75,644,Permanently shifted,304,340,5.59
Bisfi,75+,121,Permanently shifted,56,65,7.44
Bisfi,18-29,"1,648",Untraceable,715,933,13.23
Bisfi,30-44,"2,656",Untraceable,"1,222","1,434",7.98
Bisfi,45-60,"1,811",Untraceable,922,889,-1.82
Bisfi,61-75,658,Untraceable,316,342,3.95
Bisfi,75+,191,Untraceable,83,108,13.09
Madhubani,18-29,281,Deceased,135,146,3.91
Madhubani,30-44,"1,269",Deceased,693,576,-9.22
Madhubani,45-60,"2,432",Deceased,"1,271","1,161",-4.52
Madhubani,61-75,"4,079",Deceased,"2,094","1,985",-2.67
Madhubani,75+,"2,171",Deceased,"1,039","1,132",4.28
Madhubani,18-29,"1,023",Duplicate enrolment,501,522,2.05
Madhubani,30-44,"1,307",Duplicate enrolment,670,637,-2.52
Madhubani,45-60,490,Duplicate enrolment,244,246,0.41
Madhubani,61-75,224,Duplicate enrolment,84,140,25
Madhubani,75+,43,Duplicate enrolment,16,27,25.58
Madhubani,18-29,"2,263",Permanently shifted,598,"1,665",47.15
Madhubani,30-44,"4,784",Permanently shifted,"1,951","2,833",18.44
Madhubani,45-60,"2,865",Permanently shifted,"1,525","1,340",-6.46
Madhubani,61-75,"1,091",Permanently shifted,561,530,-2.84
Madhubani,75+,191,Permanently shifted,104,87,-8.9
Madhubani,18-29,"2,738",Untraceable,"1,176","1,562",14.1
Madhubani,30-44,"5,476",Untraceable,"2,633","2,843",3.83
Madhubani,45-60,"3,379",Untraceable,"1,760","1,619",-4.17
Madhubani,61-75,"1,291",Untraceable,626,665,3.02
Madhubani,75+,346,Untraceable,127,219,26.59
Rajnagar (SC),18-29,413,Deceased,181,232,12.35
Rajnagar (SC),30-44,"1,242",Deceased,636,606,-2.42
Rajnagar (SC),45-60,"2,430",Deceased,"1,206","1,224",0.74
Rajnagar (SC),61-75,"4,384",Deceased,"2,120","2,264",3.28
Rajnagar (SC),75+,"3,397",Deceased,"1,606","1,791",5.45
Rajnagar (SC),18-29,"1,040",Duplicate enrolment,516,524,0.77
Rajnagar (SC),30-44,"1,486",Duplicate enrolment,781,705,-5.11
Rajnagar (SC),45-60,626,Duplicate enrolment,294,332,6.07
Rajnagar (SC),61-75,268,Duplicate enrolment,127,141,5.22
Rajnagar (SC),75+,58,Duplicate enrolment,26,32,10.34
Rajnagar (SC),18-29,"3,261",Permanently shifted,911,"2,350",44.13
Rajnagar (SC),30-44,"4,779",Permanently shifted,"2,000","2,779",16.3
Rajnagar (SC),45-60,"3,220",Permanently shifted,"1,725","1,495",-7.14
Rajnagar (SC),61-75,"1,317",Permanently shifted,680,637,-3.26
Rajnagar (SC),75+,294,Permanently shifted,143,151,2.72
Rajnagar (SC),18-29,"3,652",Untraceable,"1,560","2,092",14.57
Rajnagar (SC),30-44,"6,957",Untraceable,"3,344","3,613",3.87
Rajnagar (SC),45-60,"4,988",Untraceable,"2,540","2,448",-1.84
Rajnagar (SC),61-75,"2,127",Untraceable,"1,032","1,095",2.96
Rajnagar (SC),75+,684,Untraceable,272,412,20.47
Jhanjharpur,18-29,269,Deceased,125,144,7.06
Jhanjharpur,30-44,977,Deceased,485,492,0.72
Jhanjharpur,45-60,"1,646",Deceased,803,843,2.43
Jhanjharpur,61-75,"2,624",Deceased,"1,212","1,412",7.62
Jhanjharpur,75+,"2,095",Deceased,970,"1,125",7.4
Jhanjharpur,18-29,911,Duplicate enrolment,466,445,-2.31
Jhanjharpur,30-44,"1,085",Duplicate enrolment,530,555,2.3
Jhanjharpur,45-60,445,Duplicate enrolment,197,248,11.46
Jhanjharpur,61-75,151,Duplicate enrolment,75,76,0.66
Jhanjharpur,75+,43,Duplicate enrolment,28,15,-30.23
Jhanjharpur,18-29,"3,332",Permanently shifted,"1,051","2,281",36.91
Jhanjharpur,30-44,"5,088",Permanently shifted,"2,102","2,986",17.37
Jhanjharpur,45-60,"3,464",Permanently shifted,"1,738","1,726",-0.35
Jhanjharpur,61-75,"1,355",Permanently shifted,661,694,2.44
Jhanjharpur,75+,368,Permanently shifted,160,208,13.04
Jhanjharpur,18-29,470,Untraceable,200,270,14.89
Jhanjharpur,30-44,721,Untraceable,355,366,1.53
Jhanjharpur,45-60,461,Untraceable,251,210,-8.89
Jhanjharpur,61-75,178,Untraceable,87,91,2.25
Jhanjharpur,75+,63,Untraceable,22,41,30.16
Phulparas,18-29,273,Deceased,118,155,13.55
Phulparas,30-44,"1,247",Deceased,586,661,6.01
Phulparas,45-60,"2,155",Deceased,"1,060","1,095",1.62
Phulparas,61-75,"3,532",Deceased,"1,656","1,876",6.23
Phulparas,75+,"2,725",Deceased,"1,293","1,432",5.1
Phulparas,18-29,"1,100",Duplicate enrolment,558,542,-1.45
Phulparas,30-44,"1,703",Duplicate enrolment,889,814,-4.4
Phulparas,45-60,622,Duplicate enrolment,271,351,12.86
Phulparas,61-75,234,Duplicate enrolment,101,133,13.68
Phulparas,75+,65,Duplicate enrolment,23,42,29.23
Phulparas,18-29,"2,900",Permanently shifted,828,"2,072",42.9
Phulparas,30-44,"5,860",Permanently shifted,"2,364","3,496",19.32
Phulparas,45-60,"3,880",Permanently shifted,"1,916","1,964",1.24
Phulparas,61-75,"1,395",Permanently shifted,698,697,-0.07
Phulparas,75+,377,Permanently shifted,177,200,6.1
Phulparas,18-29,"2,232",Untraceable,892,"1,340",20.07
Phulparas,30-44,"4,174",Untraceable,"1,926","2,248",7.71
Phulparas,45-60,"2,463",Untraceable,"1,207","1,256",1.99
Phulparas,61-75,941,Untraceable,461,480,2.02
Phulparas,75+,356,Untraceable,133,223,25.28
Laukaha,18-29,402,Deceased,190,212,5.47
Laukaha,30-44,"1,290",Deceased,644,646,0.16
Laukaha,45-60,"2,283",Deceased,"1,021","1,262",10.56
Laukaha,61-75,"4,443",Deceased,"1,971","2,472",11.28
Laukaha,75+,"3,418",Deceased,"1,678","1,740",1.81
Laukaha,18-29,"1,196",Duplicate enrolment,651,545,-8.86
Laukaha,30-44,"1,886",Duplicate enrolment,965,921,-2.33
Laukaha,45-60,663,Duplicate enrolment,332,331,-0.15
Laukaha,61-75,221,Duplicate enrolment,85,136,23.08
Laukaha,75+,47,Duplicate enrolment,26,21,-10.64
Laukaha,18-29,"3,338",Permanently shifted,"1,018","2,320",39.01
Laukaha,30-44,"5,378",Permanently shifted,"2,226","3,152",17.22
Laukaha,45-60,"2,824",Permanently shifted,"1,377","1,447",2.48
Laukaha,61-75,"1,083",Permanently shifted,537,546,0.83
Laukaha,75+,292,Permanently shifted,126,166,13.7
Laukaha,18-29,"2,685",Untraceable,"1,195","1,490",10.99
Laukaha,30-44,"3,625",Untraceable,"1,598","2,027",11.83
Laukaha,45-60,"1,563",Untraceable,709,854,9.28
Laukaha,61-75,660,Untraceable,271,389,17.88
Laukaha,75+,226,Untraceable,79,147,30.09
Nirmali,18-29,196,Deceased,90,106,8.16
Nirmali,30-44,694,Deceased,333,361,4.03
Nirmali,45-60,"1,448",Deceased,637,811,12.02
Nirmali,61-75,"1,916",Deceased,901,"1,015",5.95
Nirmali,75+,"1,081",Deceased,440,641,18.59
Nirmali,18-29,"1,001",Duplicate enrolment,484,517,3.3
Nirmali,30-44,"1,307",Duplicate enrolment,666,641,-1.91
Nirmali,45-60,464,Duplicate enrolment,207,257,10.78
Nirmali,61-75,129,Duplicate enrolment,68,61,-5.43
Nirmali,75+,21,Duplicate enrolment,4,17,61.9
Nirmali,18-29,"2,770",Permanently shifted,733,"2,037",47.08
Nirmali,30-44,"5,076",Permanently shifted,"2,074","3,002",18.28
Nirmali,45-60,"3,082",Permanently shifted,"1,530","1,552",0.71
Nirmali,61-75,811,Permanently shifted,432,379,-6.54
Nirmali,75+,226,Permanently shifted,101,125,10.62
Nirmali,18-29,464,Untraceable,170,294,26.72
Nirmali,30-44,741,Untraceable,307,434,17.14
Nirmali,45-60,361,Untraceable,181,180,-0.28
Nirmali,61-75,97,Untraceable,46,51,5.15
Nirmali,75+,30,Untraceable,10,20,33.33
"Pipra, Supaul",18-29,211,Deceased,104,107,1.42
"Pipra, Supaul",30-44,829,Deceased,373,456,10.01
"Pipra, Supaul",45-60,"1,638",Deceased,751,887,8.3
"Pipra, Supaul",61-75,"2,183",Deceased,"1,055","1,128",3.34
"Pipra, Supaul",75+,"1,447",Deceased,624,823,13.75
"Pipra, Supaul",18-29,"1,211",Duplicate enrolment,625,586,-3.22
"Pipra, Supaul",30-44,"1,219",Duplicate enrolment,644,575,-5.66
"Pipra, Supaul",45-60,433,Duplicate enrolment,196,237,9.47
"Pipra, Supaul",61-75,92,Duplicate enrolment,34,58,26.09
"Pipra, Supaul",75+,10,Duplicate enrolment,3,7,40
"Pipra, Supaul",18-29,"2,853",Permanently shifted,811,"2,042",43.15
"Pipra, Supaul",30-44,"4,481",Permanently shifted,"1,764","2,717",21.27
"Pipra, Supaul",45-60,"2,683",Permanently shifted,"1,289","1,394",3.91
"Pipra, Supaul",61-75,654,Permanently shifted,338,316,-3.36
"Pipra, Supaul",75+,155,Permanently shifted,64,91,17.42
"Pipra, Supaul",18-29,521,Untraceable,180,341,30.9
"Pipra, Supaul",30-44,681,Untraceable,281,400,17.47
"Pipra, Supaul",45-60,359,Untraceable,167,192,6.96
"Pipra, Supaul",61-75,99,Untraceable,47,52,5.05
"Pipra, Supaul",75+,44,Untraceable,17,27,22.73
Supaul,18-29,240,Deceased,115,125,4.17
Supaul,30-44,813,Deceased,352,461,13.41
Supaul,45-60,"1,604",Deceased,737,867,8.1
Supaul,61-75,"2,025",Deceased,886,"1,139",12.49
Supaul,75+,"1,210",Deceased,475,735,21.49
Supaul,18-29,"1,422",Duplicate enrolment,704,718,0.98
Supaul,30-44,"1,398",Duplicate enrolment,691,707,1.14
Supaul,45-60,502,Duplicate enrolment,237,265,5.58
Supaul,61-75,115,Duplicate enrolment,68,47,-18.26
Supaul,75+,33,Duplicate enrolment,16,17,3.03
Supaul,18-29,"4,312",Permanently shifted,"1,370","2,942",36.46
Supaul,30-44,"7,888",Permanently shifted,"3,093","4,795",21.58
Supaul,45-60,"4,764",Permanently shifted,"2,340","2,424",1.76
Supaul,61-75,"1,356",Permanently shifted,666,690,1.77
Supaul,75+,283,Permanently shifted,122,161,13.78
Supaul,18-29,"1,006",Untraceable,395,611,21.47
Supaul,30-44,"1,265",Untraceable,554,711,12.41
Supaul,45-60,640,Untraceable,292,348,8.75
Supaul,61-75,210,Untraceable,105,105,0
Supaul,75+,56,Untraceable,20,36,28.57
Triveniganj (SC),18-29,248,Deceased,126,122,-1.61
Triveniganj (SC),30-44,849,Deceased,407,442,4.12
Triveniganj (SC),45-60,"1,841",Deceased,839,"1,002",8.85
Triveniganj (SC),61-75,"2,501",Deceased,"1,255","1,246",-0.36
Triveniganj (SC),75+,"1,253",Deceased,601,652,4.07
Triveniganj (SC),18-29,"1,312",Duplicate enrolment,618,694,5.79
